"seqID","rmax","topt","ctmin","ctmax","e","eh","q10","thermal_safety_margin","thermal_tolerance","breadth","skewness","model_name","Domain","Phylum","Class","Order","Family","Genus","Species","temperature_of_isolation","Area","Site_initials","metric","Seasonality","MMTR_sd","MAT","MATR","MMTR","MATmax","MMTmax","MATmin","MMTmin","MATmax_sd","MATmin_sd","Isothermality","Site","Climate profile","Annual_precipitation","Precipitation_seasonality","MAPmax","MAPmin","GC%","Total length","subopt_slope","superopt_slope"
"11",0.635236463112635,23.615,6.854,40.377,0,1.28219388298299,0,16.762,33.523,9.177,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_BG",15,"Bay","J","rate",715.135157089093,3.39091988539475,18.9919945272543,39.822,13.3560833333333,43,26.8227083333333,3.178,13.466625,9.7690587842505,6.34725910229779,33.539458925552,"Jepson Prairie","Hot stable",454.142,3696.476858,282.51,0,57.34,10724477,0.0378996756227334,-0.0378974145753869
"12",0.926859994812729,22.962,4.513,41.41,0,0.813449313914063,0,18.448,36.897,10.069,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E chlororaphis_G",15,"Bay","J","rate",715.135157089093,3.39091988539475,18.9919945272543,39.822,13.3560833333333,43,26.8227083333333,3.178,13.466625,9.7690587842505,6.34725910229779,33.539458925552,"Jepson Prairie","Hot stable",454.142,3696.476858,282.51,0,62.35,7112102,0.0502390370650295,-0.0502417603432746
"13",0.812489108550915,21.537,-0.438000000000002,43.512,0,0.731017610830646,0,21.975,43.95,12.026,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E moraviensis_B",15,"Bay","J","rate",715.135157089093,3.39091988539475,18.9919945272543,39.822,13.3560833333333,43,26.8227083333333,3.178,13.466625,9.7690587842505,6.34725910229779,33.539458925552,"Jepson Prairie","Hot stable",454.142,3696.476858,282.51,0,59.93,6102439,0.0369733382730792,-0.0369733382730792
"14",0.562054072231583,23.444,4.947,41.941,0,1.65998748827098,0,18.497,36.994,10.132,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J","rate",715.135157089093,3.39091988539475,18.9919945272543,39.822,13.3560833333333,43,26.8227083333333,3.178,13.466625,9.7690587842505,6.34725910229779,33.539458925552,"Jepson Prairie","Hot stable",454.142,3696.476858,282.51,0,61.03,5874240,0.0303862286982529,-0.0303862286982528
"15",0.731891385994951,26.007,5.997,46.017,0,1.11911855666893,0,20.01,40.02,10.921,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J","rate",715.135157089093,3.39091988539475,18.9919945272543,39.822,13.3560833333333,43,26.8227083333333,3.178,13.466625,9.7690587842505,6.34725910229779,33.539458925552,"Jepson Prairie","Hot stable",454.142,3696.476858,282.51,0,60.72,5848934,0.036576281159168,-0.036576281159168
"16",0.728748325320364,26.215,4.344,48.087,0,0.998947988596938,0,21.872,43.743,11.945,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J","rate",715.135157089093,3.39091988539475,18.9919945272543,39.822,13.3560833333333,43,26.8227083333333,3.178,13.466625,9.7690587842505,6.34725910229779,33.539458925552,"Jepson Prairie","Hot stable",454.142,3696.476858,282.51,0,60.81,5883718,0.0333203020127275,-0.0333187785899947
"17",0.748530017804423,24.2201675076541,-9.04312299046575,41.902022286437,0.135891814276124,1.37671232661535,0.498515523216976,17.681854778783,51.1337508510023,15.4843811193922,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685",15,"Bay","J","rate",715.135157089093,3.39091988539475,18.9919945272543,39.822,13.3560833333333,43,26.8227083333333,3.178,13.466625,9.7690587842505,6.34725910229779,33.539458925552,"Jepson Prairie","Hot stable",454.142,3696.476858,282.51,0,60.72,5847214,0.0225031861428962,-0.0423332295830532
"18",0.581380232932331,24.494,-1.037,50.026,0,0.886287687446182,0,25.532,51.063,13.967,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp009764265",15,"Bay","QR","rate",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,60.32,6502804,0.0227715417700964,-0.0227706498876833
"19",1.06431853157165,22.121,0.460999999999999,43.781,0,0.698543793240858,0,21.66,43.32,11.824,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp016651305",15,"Bay","QR","rate",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,59.16,6719708,0.0491375129996145,-0.0491375129996145
"20",0.553588663119555,25.513,4.192,46.834,0,0.966957336528218,0,21.321,42.642,11.674,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","QR","rate",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,60.1,5653679,0.0259644792983235,-0.0259644792983235
"21",0.82567016179323,22.846,7.546,38.147,0,1.00390914744197,0,15.301,30.601,8.356,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp002874965",15,"Bay","QR","rate",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,60.99,7092743,0.0539653700518451,-0.0539618431339932
"22",0.797028518174071,24.175,6.062,42.288,0,1.58789049957496,0,18.113,36.226,9.892,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_BG",15,"Bay","QR","rate",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,57.34,10721312,0.0440031203099471,-0.0440031203099471
"23",0.778750482737343,25.036,4.974,45.099,0,0.954819565281887,0,20.063,40.125,10.951,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp002874965",15,"Bay","QR","rate",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,60.99,7092990,0.0388171908452469,-0.0388152560802145
"24",0.797484145717399,22.485,4.478,40.491,0,0.873668970279561,0,18.006,36.013,9.871,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_BG",15,"Bay","QR","rate",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,59.3,5707464,0.0442874518641306,-0.0442899114582583
"25",0.565515415183855,22.694,2.712,42.675,0,0.72579302560845,0,19.981,39.963,10.921,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","QR","rate",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,59.38,6336199,0.0283012418768819,-0.0283026582845631
"26",0.570171522082192,24.994,5.951,44.038,0,0.90515180314525,0,19.044,38.087,10.393,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","QR","rate",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,60.19,6143789,0.0299412656662391,-0.0299396934510708
"27",0.847801481112205,23.646,3.875,43.416,0,0.938804090133049,0,19.77,39.541,10.811,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","QR","rate",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,59.96,5864607,0.0428810622180064,-0.0428832312145779
"28",0.742961263892932,20.495,-3.84,44.831,0,0.704571761976196,0,24.336,48.671,12.153,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E neoaurantiaca",15,"Bay","QR","rate",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,60.65,6197997,0.030530563546042,-0.0305293090028325
"29",0.808728501853994,18.94,-15.183,53.062,0,0.482327335085013,0,34.122,68.245,13.252,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E alvandae",15,"Bay","QR","rate",952.839348727993,5.12058986245278,21.6727287327151,49.956,19.9221333333333,51.59,32.7491666666667,1.634,12.8270333333333,12.5018491231168,7.74440653253966,39.8793605039101,"Quail Ridge","Hot variable",602.291,5044.004692,435.86,0,60.87,6234758,0.0237003927513406,-0.0237010873294061
"31",0.697438009153353,27.429,7.292,47.566,0,0.790971657150592,0,20.137,40.274,11.021,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","M","rate",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,60.84,5907334,0.034634653084042,-0.034634653084042
"32",0.548918962010773,22.823,3.827,41.819,0,0.882525631149024,0,18.996,37.992,10.373,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","M","rate",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,60.84,5908357,0.0288965551700765,-0.0288965551700765
"33",0.596987365553116,26.203,1.074,51.332,0,0.475517201695053,0,25.129,50.258,13.721,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","M","rate",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,60.84,5904064,0.02375690897183,-0.02375690897183
"34",0.752396950307313,21.083,1.223,40.943,0,0.885569539173181,0,19.86,39.72,10.841,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","M","rate",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,60.84,5909557,0.0378850428150712,-0.0378850428150712
"35",0.654360265760553,25.934,2.396,49.472,0,0.722077573709271,0,23.538,47.076,12.848,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","M","rate",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,60.96,5701218,0.0278001642348778,-0.0278001642348778
"36",0.694844964357272,20.101,-1.196,41.399,0,0.869299183784679,0,21.298,42.595,10.914,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","M","rate",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,58.73,6285471,0.0326264245836161,-0.0326248926827529
"37",0.578941991389094,23.979,0.113999999999997,47.843,0,1.15260865702368,0,23.864,47.729,13.025,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","M","rate",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,59.93,6822146,0.0242590400749673,-0.0242600566287753
"38",0.704033577582505,22.926,5.578,40.273,0,0.940705839722129,0,17.347,34.695,9.469,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E migulae_B",15,"Bay","M","rate",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,59.67,6439847,0.0405829823370132,-0.0405853218183262
"39",0.773863958890712,26.35,10.258,42.443,0,1.33717511030727,0,16.093,32.185,8.808,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E neoaurantiaca",15,"Bay","M","rate",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,60.73,6096569,0.0480899800454084,-0.048086991790885
"40",0.509521773305354,20.724,-3.286,44.735,0,0.708656560833295,0,24.011,48.021,12.282,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","M","rate",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,58.97,6597824,0.0212212317078448,-0.0212203478949379
"41",0.885396830829524,26.857,7.435,46.279,0,0.874774025737432,0,19.422,38.844,10.604,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E kilonensis",15,"Bay","M","rate",803.896535580864,2.75745090239664,18.9795917698631,40.786,13.4634523809524,43.33,26.2285714285714,2.544,12.765119047619,9.27213277123266,7.16336482893367,33.0099847520041,"McLaughlin","Hot stable",825.463,6810.513893,529.12,0,60.92,6540918,0.0455873149433387,-0.0455873149433387
"43",0.679918327429388,26.826,4.296,49.356,0,0.701634259374151,0,22.53,45.06,12.302,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","B","rate",361.343704295491,1.37798271591651,13.9218645890257,27.3,12.0775,27.3,20.059375,0,7.981875,4.12335094374941,4.02268050055861,44.2399267399267,"Bodega","Cold stable",781.287,5840.866166,472.48,0,59.06,6729796,0.0301783545241628,-0.0301783545241628
"44",0.849054236686856,22.639,2.999,42.279,0,0.756946608765151,0,19.64,39.28,10.742,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp009764645",15,"Bay","B","rate",361.343704295491,1.37798271591651,13.9218645890257,27.3,12.0775,27.3,20.059375,0,7.981875,4.12335094374941,4.02268050055861,44.2399267399267,"Bodega","Cold stable",781.287,5840.866166,472.48,0,59.31,6202971,0.0432308674484143,-0.0432308674484142
"45",0.637946740645371,24.606,6.426,42.787,0,1.25619943487946,0,18.181,36.361,9.951,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","B","rate",361.343704295491,1.37798271591651,13.9218645890257,27.3,12.0775,27.3,20.059375,0,7.981875,4.12335094374941,4.02268050055861,44.2399267399267,"Bodega","Cold stable",781.287,5840.866166,472.48,0,59.03,6867831,0.0350905797934748,-0.035088649724733
"46",0.721269836268124,19.942,-1.722,41.606,0,0.89583469887329,0,21.664,43.328,10.854,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","B","rate",361.343704295491,1.37798271591651,13.9218645890257,27.3,12.0775,27.3,20.059375,0,7.981875,4.12335094374941,4.02268050055861,44.2399267399267,"Bodega","Cold stable",781.287,5840.866166,472.48,0,59.02,6932158,0.0332934747169555,-0.0332934747169555
"47",0.656143795156678,24.11,2.366,45.854,0,1.06699880178616,0,21.744,43.488,11.87,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA,15,"Bay","B","rate",361.343704295491,1.37798271591651,13.9218645890257,27.3,12.0775,27.3,20.059375,0,7.981875,4.12335094374941,4.02268050055861,44.2399267399267,"Bodega","Cold stable",781.287,5840.866166,472.48,0,59.23,6658523,0.0301758551856456,-0.0301758551856456
"49",0.446226121008235,22.305,-4.779,49.389,0,0.486212643557791,0,27.084,54.168,14.702,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E paracarnis",15,"Bay","B","rate",361.343704295491,1.37798271591651,13.9218645890257,27.3,12.0775,27.3,20.059375,0,7.981875,4.12335094374941,4.02268050055861,44.2399267399267,"Bodega","Cold stable",781.287,5840.866166,472.48,0,60.02,5915924,0.0164756358369604,-0.0164756358369604
"51",0.589895707219787,23.813,4.302,43.325,0,1.30053800076256,0,19.512,39.023,10.655,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp002878485",15,"Bay","P","rate",350.860278656857,0.449009410021076,13.1830690263973,16.286,5.10191666666667,21.78,15.62375,5.494,10.5218333333333,3.48432865781232,3.73557827042785,31.3270088828851,"Point Reyes","Cold stable",931.663,7586.705926,563.18,0,60.21,6374205,0.0302340068279323,-0.0302324573195873
"52",0.724399651115478,24.86,7.013,42.708,0,1.24147237172254,0,17.848,35.695,9.745,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp002878485",15,"Bay","P","rate",350.860278656857,0.449009410021076,13.1830690263973,16.286,5.10191666666667,21.78,15.62375,5.494,10.5218333333333,3.48432865781232,3.73557827042785,31.3270088828851,"Point Reyes","Cold stable",931.663,7586.705926,563.18,0,60.13,6410550,0.0405894352616954,-0.0405871610889443
"53",0.648655780498523,25.126,8.863,41.389,0,1.22402897594566,0,16.263,32.526,8.879,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E shirazensis",15,"Bay","P","rate",350.860278656857,0.449009410021076,13.1830690263973,16.286,5.10191666666667,21.78,15.62375,5.494,10.5218333333333,3.48432865781232,3.73557827042785,31.3270088828851,"Point Reyes","Cold stable",931.663,7586.705926,563.18,0,61.85,5102710,0.0398853705035063,-0.0398853705035063
"54",0.576696819039843,27.936,14.152,41.721,0,1.04889272251176,0,13.785,27.569,7.524,0,"model average","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E shirazensis",15,"Bay","P","rate",350.860278656857,0.449009410021076,13.1830690263973,16.286,5.10191666666667,21.78,15.62375,5.494,10.5218333333333,3.48432865781232,3.73557827042785,31.3270088828851,"Point Reyes","Cold stable",931.663,7586.705926,563.18,0,61,11122102,0.0418381325478702,-0.04183509750017
